"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"37","1","JUL2005",1000,"SE",22,2.56,"R",1.12666666666667,1035.16666666667,25.4133333333333,1.29333333333333,14.486,3.84,1.48,8,619.2,0,44.8161197916667,1.03333333333333,0,93.6866666666665,"4",2.06666666666667
"38","1","JUL2005",1,"SF",22,0,"P",1.12,822.333333333333,17,1.4,45,3,4,10,493.613333333333,0.1748244725,67.03125,1.02666666666667,0,21.4066666666663,"5",2.51333333333333
"42","1","JUL2005",0,"SA",19,1,"P",1.08666666666667,267,13,1,40,3,2,12,141.473333333333,0.0284230103,58.296875,1.05333333333333,0,0,"3",2.59333333333333
"44","0","JUL2005",0,"FT",22,1.04666666666667,"R",1.17333333333333,655.444444444444,25.14,1.09333333333333,55.5466666666667,4.84666666666667,1.24666666666667,5.74,578.735555555556,0.0791726275,44.2566796875,1.05333333333333,0,41.7266666666664,"5",2.28
"47","0","JUL2005",0,"SL",19,1,"P",1,200,1,1,63.7,11,0,7,0,0.1267379709,68.09375,1.11333333333333,0,0,"3",2.17333333333333
"49","1","JUL2005",1,"SO",18,0.26,"P",1.12222222222222,241.666666666667,16.9422222222222,1.04666666666667,29.1,11,0,23,153.383333333333,0.1678808331,58.375,1.01333333333333,0,7.56999999999953,"5",2.14074074074074
"51","1","JUL2005",140,"FT",17,0.493333333333333,"P",1.28,650.222222222222,19.7455555555556,1.48,25.2866666666667,14.9033333333333,1,22.3066666666667,362.46,0,67.78125,1,0,33.5133333333333,"5",1
"52","1","JUL2005",1,"SC",23,6,"R",1.28666666666667,1900,30,1,34.6533333333333,11.7333333333333,0,23.62,0,0.0776888279,68.328125,1,0,0,"3",0
"54","1","JUL2005",0,"SO",23,4,"R",1.10666666666667,817.666666666667,8,1.20666666666667,0,5.04,2,9.95333333333333,498.631111111111,0,59.84375,1.07333333333333,0,63.5333333333331,"5",3
"56","1","JUL2005",1,"SL",17,0.643333333333333,"R",1.16,464.333333333333,27.0866666666667,1.11333333333333,28.3772222222222,8.42666666666667,0.34,13.8866666666667,385.143833333333,0,30.25390625,1.04,0,12.2466666666662,"5",2.38666666666667
"58","1","JUL2005",0,"SG",20,2,"P",1,750,6,1,14.0066666666667,11,2.18666666666667,63,62,0.0065730454,63.9296875,1,1,354,"3",2
"59","0","JUL2005",0,"SO",30,1.05333333333333,"P",1.27333333333333,950,14,1,53.1933333333333,24,11,37,682,0.0527717074,78.921875,1.03333333333333,0,0,"3",2.39333333333333
"60","1","JUL2005",1,"SL",22,0,"P",1.34333333333333,1500,19,1,24.8733333333333,19,6,93,0,0.1978847003,49.640625,1.08666666666667,0,0,"3",1.98666666666667
"61","0","JUL2005",0,"SD",21,0,"R",1.40666666666667,677.333333333333,11,2.07333333333333,635,6.35333333333333,1.74666666666667,13.8866666666667,560.87,0.0710863429,29.73828125,1,0,97.14,"5",2
"62","0","JUL2005",1,"SD",29,1,"H",1.30666666666667,100,83,2,145.713333333333,10.58,0,20.9733333333333,656.211111111111,0.3677603146,63.859375,1.3,0,0,"3",2.11833333333333
"64","1","JUL2005",0,"SO",18,0.286666666666667,"P",1.08666666666667,189.833333333333,13.2966666666667,1.03066666666667,20.6088888888889,12,0,8,83.6791666666667,0,64.421875,1,0,18.5933333333332,"5",0.777777777777778
"67","0","JUL2005",0,"SA",23,0,"R",1.08,772.777777777778,25.4933333333333,1.17333333333333,47.6466666666667,3.50666666666667,0.893333333333333,7.31333333333333,590.073333333333,0.1037878948,53.7265625,1.04,0,18.373333333333,"5",2.36
"68","0","JUL2005",0,"SA",21,4,"P",1.27333333333333,950,11,2,121.306666666667,13,4.44666666666667,44,1116,0.0387659803,47.0859375,2,1,1320,"3",1
"73","1","JUL2005",960,"SM",46,1.6,"R",1,950,3,3,44.8666666666667,3.39777777777778,0,2,805,0,43.2265625,2,0,0,"3",1
"74","1","JUL2005",1,"SL",22,4,"R",1.12,350,16,1.25333333333333,15.3533333333333,13.4866666666667,2,16.2777777777778,0,0.0875395227,48.28125,1.03333333333333,0,52.6133333333331,"5",2.54
"75","0","JUL2005",0,"SB",19,1,"R",1.10222222222222,332,23.68,1.03333333333333,57.9666666666667,11.4066666666667,0.52,20.2066666666667,230.276666666667,0.2540849233,71.3125,1.10666666666667,0,8.50666666666629,"5",2.42
"77","1","JUL2005",0,"SO",18,0.313333333333333,"P",1.23555555555556,640.666666666667,14.6533333333333,1.04666666666667,5.57666666666667,26,0.613333333333333,4,183.731833333333,0.0270535915,50.9765625,1,0,0.339999999999492,"5",1.18666666666667
"80","0","JUL2005",0,"SO",28,1,"R",1.10222222222222,579.777777777778,21.32,1.12666666666667,64.1533333333333,5.22,0.933333333333333,9.15333333333333,609.793333333333,0.3383732364,65.84375,1,0,30.7266666666667,"5",1
"81","1","JUL2005",1,"SL",19,1,"P",1.36,500,10,2,44,9,0,22,0,0.0994428329,68.78125,2,2,1150,"3",0
"83","1","JUL2005",0,"SO",20,1,"P",1.44666666666667,555.666666666667,18.0133333333333,1.38,22.46,2,1.28,15,218.346666666667,0,9.8125,1,0,72.9266666666667,"5",1
"86","1","JUL2005",0,"FT",22,1.20666666666667,"R",1.12666666666667,1011.33333333333,27.5288888888889,1.12,13.42,3.52666666666667,1.1,6.74666666666667,671.62,0.0967883989,46.51828125,1.02666666666667,0,14.2999999999996,"5",2.44666666666667
"87","0","JUL2005",0,"SO",19,1,"P",1.94,2129,19.6666666666667,1.96,264.097777777778,16,26,4,992.1,0,17.1328125,1.65333333333333,0,319.153333333333,"5",2.12
"88","0","JUL2005",1,"SC",19,1,"P",1.46,2173.83333333333,25.34,2.04,199.006666666667,11.34,10,10,1250.75666666667,0.3780874815,28.35546875,1.19333333333333,0,159.698095238095,"5",4
"89","0","JUL2005",0,"SB",22,3,"P",1,3450,2,2,25,1,2,11,1106.02333333333,0.1119794536,53.484375,1,2,3809,"3",1
"97","1","JUL2005",1,"SO",29,1.02666666666667,"R",1.06666666666667,1401,19.28,1.17333333333333,9.14,2.32,1.00666666666667,7.08,715.746666666667,0.2099019224,60.078125,1.04,0,18.7133333333331,"5",2.28
"100","1","JUL2005",1,"SD",18,0.51,"P",1.13333333333333,580.555555555556,28.5626666666667,1.11333333333333,15.06,15,2,53,340.02,0.0246184738,55.578125,1.00666666666667,0,14.6666666666662,"5",1.81333333333333
"102","0","JUL2005",0,"SO",23,1,"P",1.1,412.666666666667,20.7933333333333,1.14,45.4,9.304,2.25333333333333,13,283.246666666667,0.0325951611,40.953125,1.05333333333333,0,16.133333333333,"5",2.64
"104","1","JUL2005",0,"SA",19,0,"P",1.22666666666667,150,9,2,17.62,7,3,23,159.54,0.0982507756,83.9375,1,1,0,"3",1
"106","1","JUL2005",1,"SB",20,1.11333333333333,"P",1.17,2165.66666666667,32.54,1.54666666666667,30.7177777777778,15,15,7,991.186666666667,0.0650839009,64.1875,1.09333333333333,0,168.626666666667,"5",2.5
"111","1","JUL2005",0,"SC",36,1,"H",1.16,4700,17,1.56,17.4933333333333,13.32,1,18.9533333333333,124,0.0278516425,80.25,1.10666666666667,0,142.52,"5",2.15333333333333
"114","0","JUL2005",0,"SA",30,0,"R",1.16666666666667,1058.44444444444,24.9888888888889,1.29777777777778,60.5133333333333,3.33333333333333,1.46,5.49333333333333,819.546666666667,0,45.9744401041667,1.02666666666667,0,88.8399999999998,"5",2.08666666666667
"115","0","JUL2005",2,"SC",20,1,"P",1,750,2,1,271,1,0,13,0,0.2038313127,72.171875,1,0,0,"3",0
"116","1","JUL2005",1,"SK",18,0,"P",1.22222222222222,756.583333333333,33,1,12.84,27,0,10,412.3,0,46.4296875,1.04,0,0,"3",2.04
"118","1","JUL2005",0,"SO",18,0.336666666666667,"P",1,100,4,1,19.3833333333333,9.52222222222222,0.28,13.5827777777778,124,0.0924624477,27.51953125,1,0,0,"3",1
"120","0","JUL2005",1,"SM",21,3,"H",1,1550.66666666667,3,1,161,9,2.91333333333333,21,627.54,0.2453958509,59.578125,1,0,1024.79333333333,"5",2
"121","1","JUL2005",0,"SO",20,2,"P",1,487.416666666667,5,1,1,0,0,9,133.1,0.0005284478,55.4453125,1.03333333333333,0,0,"3",2.47733333333333
"122","1","JUL2005",0,"SO",17,0,"P",1.09555555555556,718.25641025641,29.4466666666667,1.05333333333333,8.80888888888889,4,0.42,2,387.368333333333,0.2380429762,56.40625,1.02666666666667,0,0.886666666666177,"5",2.51111111111111
"124","1","JUL2005",160,"SB",18,0.32,"P",1.14666666666667,364.743265993266,30.5733333333333,1.04,20.0066666666667,21,0,32,218.138888888889,0,76.9375,1.02,0,1.91999999999944,"5",2.25333333333333
"125","0","JUL2005",0,"SA",30,0,"R",1.16666666666667,1058.44444444444,24.9888888888889,1.29777777777778,60.5133333333333,3.33333333333333,1.46,5.49333333333333,819.546666666667,0,45.9744401041667,1.02666666666667,0,88.8399999999998,"5",2.08666666666667
"126","1","JUL2005",100,"SN",26,0,"P",1.15333333333333,500,22,1,0,10,6,5,527.506666666667,0.0897657545,50.25,1.07333333333333,0,0,"3",3
"127","1","JUL2005",0,"SL",22,5,"P",1,700,1,1,1,23,4.14222222222222,33,1,0.1289645131,61.296875,2,1,275,"3",1
"130","1","JUL2005",0,"SO",24,1,"P",1.07333333333333,710,21.6533333333333,1.22,6.62,8.47,2.14,10.1,376.76,0,44.265625,1.01333333333333,0,7.5999999999996,"5",2.71333333333333
"131","1","JUL2005",0,"SO",18,0.3,"P",1.10666666666667,309.962962962963,39,1,26.28,19,0.269166666666667,24,184.816666666667,0.0531248706,74.8125,1.03333333333333,0,0,"3",2.14
"133","1","JUL2005",0,"SC",18,0,"P",1.16,576.111111111111,7,1,16.1133333333333,23,0.986666666666667,76,152.553333333333,0.1067583885,67.328125,1.06666666666667,0,14.1333333333329,"5",2.66
"135","1","JUL2005",0,"SC",20,2,"P",1,6000,6,2,30,14,2,29,1304.97333333333,0.1214747704,64.234375,2,1,1950,"3",0
"138","1","JUL2005",0,"SC",18,0,"P",1.12,150,7,1,19.4066666666667,1,1,11,1,0,53.1015625,1.04,0,0,"3",2.28666666666667
"142","1","JUL2005",0,"SC",20,1,"R",1.12888888888889,606.166666666667,23.7866666666667,1.09333333333333,14.46,6.93333333333333,0.7,12.7366666666667,392.98,0.2206156091,37.4609375,1.04,0,7.23333333333292,"5",2.48666666666667
"145","1","JUL2005",1,"SD",23,1.25333333333333,"R",1.18666666666667,829.333333333333,26.4,1.2,27.6066666666667,3.22666666666667,1.04,6.01333333333333,665.76,0,28.2265625,1.04,0,4.49111111111073,"5",2.54666666666667
"147","1","JUL2005",300,"SK",21,1.88666666666667,"R",1.14,742,20.3866666666667,1.23333333333333,12.236,6.62666666666667,1.32666666666667,9,485.3,0.0087860486,47.2421875,1.04666666666667,0,19.253333333333,"5",2.54666666666667
"148","1","JUL2005",1,"SO",23,1.22666666666667,"R",1.11333333333333,906.666666666667,19.4066666666667,1.11333333333333,9.34,2.72,0.72,5.8,544.58,0.3126287283,51.4375,1.04,0,3.05333333333296,"5",2.59333333333333
"149","1","JUL2005",0,"SA",23,4,"P",1.39333333333333,950,32,4,0,13,6,12,61,0.1053873827,47.828125,1,2,0,"3",1
"150","1","JUL2005",260,"SO",19,0.846666666666667,"R",1,571.166666666667,5,1.17666666666667,15.22,7.82,0.8,10.8133333333333,244.5105,0.0460027052,46.8984375,1,0,49.06,"5",2
"151","1","JUL2005",0,"SK",25,1.22,"P",1.29333333333333,2522.66666666667,65,1,49.4111111111111,27,7,6,978.953333333333,0.0617304108,91.125,1.05333333333333,0,0,"3",2.26166666666667
"152","0","JUL2005",0,"SD",19,1,"R",2,605.166666666667,4,1,230,6.09333333333333,0,9.55333333333333,381.456666666667,0.356764555,40.765625,2,1,11,"3",1
"153","1","JUL2005",2,"SO",21,1.84,"R",1.06888888888889,641.75,22.82,1.12,10.2466666666667,5.51333333333333,1.12666666666667,11.7933333333333,453.338888888889,0.1879235147,74.875,1,0,73.8133333333333,"5",0
"155","1","JUL2005",1,"SO",31,1.07333333333333,"R",1.12,1741,40,1,14.7133333333333,2.56666666666667,0,6.88666666666667,833.833333333333,0.258034437,38.53125,1.06,0,0,"3",2.53333333333333
"157","1","JUL2005",0,"SO",20,1,"P",1.1,465.916666666667,9.68222222222222,1.09333333333333,6.06,13.0933333333333,1.53333333333333,15.3133333333333,117.226666666667,0.1185319114,49.265625,1.01333333333333,0,9.9933333333329,"5",3.46
"159","1","JUL2005",1,"SA",22,4,"P",1.34,400,25,1,0,18,3.772,51,373,0.0271141469,38.984375,1,1,725,"3",0
"160","1","JUL2005",300,"SO",19,0.581944444444444,"P",1.12666666666667,274.5,14,1,19,11,0,34,121.28,0.0362955423,74.75,1,0,0,"3",1
"166","1","JUL2005",2,"SO",19,0.413333333333333,"P",1.09333333333333,234.111111111111,14.0188888888889,1.01333333333333,25.2088888888889,11.1888888888889,0.816,16.7928888888889,113.873333333333,0.1067439858,52.3515625,1,0,22.6733333333333,"5",0
"167","0","JUL2005",0,"SM",22,1,"P",1.27,1616.33333333333,26.9288888888889,1.43333333333333,97.8777777777778,1,5,13.8666666666667,770.993333333333,0,93,1,0,600.493333333333,"5",1
"168","1","JUL2005",0,"SL",20,3,"P",1.24,2350,23,2,18.16,0,2.89333333333333,2,247,0,57.21875,1,1,1920,"3",1
"169","0","JUL2005",1000,"SL",26,0,"P",1.44666666666667,350,10,3,0,23,8,24,310,0.0258136083,29.3515625,1,0,0,"3",1
"170","0","JUL2005",1,"SD",23,1,"R",1.10666666666667,756.333333333333,25.9644444444444,1.17333333333333,55.1466666666667,3.06666666666667,1.03,8.29333333333333,645.813333333333,0.0070633173,60.515625,1.04,0,6.38666666666635,"5",2.39333333333333
"171","0","JUL2005",0,"FT",26,0,"P",1.17333333333333,776.666666666667,25.0266666666667,1.38888888888889,47.1733333333333,8.84,2.84,11.62,536.726666666667,0,53.363885091146,1.05333333333333,0,39.4866666666664,"4",2.24666666666667
"172","1","JUL2005",0,"SF",19,0.693333333333333,"R",1.12222222222222,611.333333333333,27.6566666666667,1.07777777777778,16.1133333333333,6.72,0.8,10.56,459.786666666667,0.3696014397,54.7421875,1.03333333333333,0,8.96666666666625,"5",2.33333333333333
"174","0","JUL2005",1,"SO",20,0.626666666666667,"P",1.12222222222222,292.5,16.3466666666667,1.05333333333333,62.9166666666667,10.2733333333333,0,15.6981818181818,225.06,0.2176024243,43.1328125,1,0,27.2466666666667,"5",1
"175","1","JUL2005",1,"SO",21,1.42,"P",1.22,950,10,1,30,28,3,10,284.36,0.2730471147,60.953125,1.04666666666667,0,0,"3",3.09333333333333
"177","0","JUL2005",0,"SO",18,1,"R",1.1,514,26.3888888888889,1.08,49.4533333333333,5.56666666666667,0.433333333333333,8.91333333333333,414.566666666667,0,49.1954166666667,1.08,0,12.0999999999996,"4",2.46
"180","0","JUL2005",600,"SB",20,1.01333333333333,"R",1.12,474.666666666667,21.4333333333333,1.18666666666667,83.4133333333333,10.56,1.13333333333333,22.28,281.986666666667,0.1916109626,71.09375,1.08666666666667,0,47.3999999999997,"5",2.32
"182","0","JUL2005",0,"SB",19,1,"P",1.18666666666667,489,11,1.3,40,4,3,4,269.528888888889,0.1868432141,30.79296875,1.1,0,15.5066666666663,"5",2.90666666666667
"186","1","JUL2005",0,"SB",30,1.30666666666667,"R",1.21333333333333,1093,11,1,12.2466666666667,4.21333333333333,1.03333333333333,10.0933333333333,768.773333333333,0.1345534017,74.3125,1,0,0,"3",1
"189","0","JUL2005",0,"SO",30,0,"R",1.14,847.777777777778,23.2666666666667,1.58,71.2933333333333,4.95888888888889,2.3,6.46,767.686666666667,0.339156392,38.8125,1.02666666666667,0,32.1466666666664,"5",2.58
"190","1","JUL2005",0,"SH",19,1,"P",1.16666666666667,500,9,3,30,23,2,10,298.224444444444,0,57.390625,1,1,0,"3",4
"193","1","JUL2005",0,"SF",17,0,"P",1.1,255.416666666667,14.9511111111111,1.03333333333333,27.4622222222222,6,0,12,160.466666666667,0.0379615118,64.875,1.00666666666667,0,8.86666666666618,"5",1.52666666666667
"195","1","JUL2005",0,"SO",19,1,"P",1.11333333333333,250,12,1,1,22,1,10,111.925555555556,0.0279518446,84.625,1,1,2,"3",1.5
"196","0","JUL2005",500,"SB",21,0.946666666666667,"R",1,505,3,1,117.686666666667,9.76666666666667,1.30333333333333,17.98,376.08,0.6305130385,71.734375,1.31,0,0,"3",2.53333333333333
"198","1","JUL2005",1,"SO",19,2,"R",1.07333333333333,497.25641025641,17.58,1.04444444444444,6.62,10.2533333333333,1.00222222222222,13.5533333333333,202.4625,0.1207500766,67.140625,1.02666666666667,0,11.353333333333,"5",2.56666666666667
"200","1","JUL2005",0,"SM",23,5,"R",1.16,100,13,2,0,9.02,3,14.7488888888889,460.793333333333,0,35.234375,1,2,684,"3",1.64666666666667
"201","1","JUL2005",1,"SL",26,2.43333333333333,"P",1,3200,6,3,0,13.0666666666667,9,5,1735,0.049869619,56.9296875,1,2,960,"3",1
"203","1","JUL2005",1,"SO",19,0,"P",1,429.066666666667,5,2,89,12,2,16,209.56,0.0954345851,75.90625,1.09333333333333,0,0,"3",2.72
"204","1","JUL2005",0,"SF",18,0,"P",1,254.25,2,1.14666666666667,25,12.4033333333333,0,19.1555555555556,98.72,0.0682869942,24.45703125,1,0,15.5666666666666,"5",0
"205","0","JUL2005",0,"SA",20,2,"R",1.08666666666667,468,24.82,1.06,44.72,11.1488888888889,1.12,19.7133333333333,306.113333333333,0.0638384211,79.234375,1.04,0,30.3999999999998,"5",2.34666666666667
"206","1","JUL2005",2,"SA",21,1,"P",1.09333333333333,563.583333333333,44,1,11.9733333333333,15.8059259259259,2,17.1466666666667,278.973333333333,0.0916146927,37.7890625,1.03333333333333,0,0,"3",2.43666666666667
"207","1","JUL2005",0,"SB",18,0.413333333333333,"P",1.15555555555556,403.731157731158,53,1,26.6955555555556,9,0,13,328.216666666667,0.4232385475,31.06640625,1.07583333333333,0,0,"3",2.42
"209","1","JUL2005",400,"FT",44,1.10666666666667,"R",1.22666666666667,2100,28,1.53333333333333,0,4.9,3.24,6.7,1210,0.1088483338,48.375,1.04666666666667,0,74.6333333333332,"5",1.88
"212","0","JUL2005",0,"SC",18,0,"P",1.11333333333333,319.466666666667,18.8116666666667,1.04,57.9533333333333,9.05333333333333,0.26,9,188.34,0,34.203125,1.05333333333333,0,13.733333333333,"5",2
"218","1","JUL2005",1,"SA",21,1.34,"P",1.09333333333333,521.722222222222,13,1.16666666666667,1,3,1.82666666666667,13,268.1,0.0949819081,34.2265625,1.04,0,21.9799999999996,"5",2.64666666666667
"221","1","JUL2005",1,"SO",21,1.76,"P",1.12222222222222,595.666666666667,18.22,1.14,8.23333333333333,21,2.63333333333333,13,258.54,0.2622215869,33.2578125,1.00666666666667,0,6.20666666666628,"5",2.11333333333333
"225","1","JUL2005",800,"SB",45,1.62,"R",1.27333333333333,250,18,2,40,7.11333333333333,6,9.91333333333333,465,0.2662298642,38.671875,1.14666666666667,0,74.6266666666665,"5",2.24
"226","1","JUL2005",11,"SD",18,1,"P",1.2,843,15,2,15.9666666666667,5.81333333333333,0.58,1,580.826666666667,0.3506224779,55.28125,1,1,0,"3",2
"232","1","JUL2005",0,"SA",19,1,"P",1.09333333333333,100,15,1,23.34,0,0,3,185.7,0,80.546875,1.02666666666667,0,0,"3",1.93
"233","0","JUL2005",0,"SB",18,1,"P",1.12,297.972222222222,14.4733333333333,1.16,51.0866666666667,4,0.36,5,185.906666666667,0,52.1727611917163,1,0,46.5894444444444,"5",0
"234","0","JUL2005",0,"SO",20,1,"P",1,410.5,5,1,0,1,1.38,6,163.43,0.0471019316,57.4609375,1.06,0,0,"3",2.62
"235","0","JUL2005",320,"SN",20,1,"P",1,1100,5,2,0,6,3,12,411.66,0.0602993299,78.640625,2,1,0,"3",2
"236","1","JUL2005",1540,"FT",38,0,"R",1.36,1634.16666666667,30.7133333333333,1.47333333333333,19.34,5.05333333333333,2.92666666666667,7.75333333333333,1029.71333333333,0.0897912448,51.609375,1.06666666666667,0,100.7,"5",1.93333333333333
"237","0","JUL2005",0,"SO",18,0.735555555555556,"P",1.10666666666667,328.666666666667,28,1,62.15,10.4766666666667,0.213333333333333,16.4533333333333,271.93,0.0769873261,31.10546875,1.05333333333333,0,0,"3",2.27333333333333
"239","1","JUL2005",0,"SE",18,0,"P",1.13555555555556,358.777777777778,29.6978835978836,1.05333333333333,21.7866666666667,11.84,0.266666666666667,18.0333333333333,287.06,0.3860725453,57.9296875,1.03333333333333,0,3.25333333333282,"5",2.19333333333333
"240","1","JUL2005",0,"SO",16,0,"P",1.12,210.333333333333,13.96,1.05333333333333,28.5666666666667,11,0.266666666666667,16,107.49,0.0563377071,27.62109375,1.04,0,15.4333333333329,"5",2.16740740740741
"245","1","JUL2005",0,"SL",20,1.56,"P",1,500,3,1,5.68,12,1.69333333333333,9,102.733333333333,0,67.9375,1.05333333333333,0,0,"3",2.384
"246","1","JUL2005",0,"SO",23,1.58,"R",1.1,829.666666666667,21.3333333333333,1.07333333333333,7.58,2.94,1.2,9.68666666666667,530.282222222222,0.1116264029,77.203125,1.02,0,2.98666666666627,"5",2.46
"247","0","JUL2005",0,"SO",21,2,"P",1.14,1212.33333333333,19,2,65.3177777777778,4,2.88,1,673.08,0,43.1171875,1,1,1107,"3",3
"249","1","JUL2005",0,"SM",20,2,"P",1.13555555555556,798,6,1.17333333333333,0,10,1,6,276.23,0.5524016619,55.8203125,1.12666666666667,0,31.6333333333331,"5",2.71555555555556
"250","1","JUL2005",1,"SF",20,1,"R",1.16222222222222,500,12,1,0,12.3133333333333,1.48666666666667,19.9266666666667,346.293333333333,0.2014797474,67.796875,1,1,360,"3",2.03611111111111
"251","1","JUL2005",480,"SO",23,5,"P",1.23333333333333,200,14,2,25,14,5,12,304.52,0,81,1,2,72,"3",1.8
"252","0","JUL2005",1,"SL",21,0,"P",1.42666666666667,629.333333333333,19,1.39333333333333,184.346666666667,22,1,2,354.473333333333,0,39.203125,1.39333333333333,0,94.6133333333331,"5",2.25333333333333
"253","0","JUL2005",1,"SA",23,0.84,"R",1.09333333333333,715.333333333333,25.04,1.16888888888889,53.7866666666667,4.14666666666667,0.9,7.38,609.866666666667,0,48.0686067708333,1.02666666666667,0,14.373333333333,"4",2.26666666666667
"254","1","JUL2005",0,"FT",24,2.26,"R",1.24,960.333333333333,25.5733333333333,1.22666666666667,12.7533333333333,3.85333333333333,1.66666666666667,7.43333333333333,652.16,0.0448961325,17.66015625,1.04666666666667,0,250.986666666667,"5",1.88666666666667
"256","1","JUL2005",0,"SO",23,3,"P",1.37333333333333,750,11,1,16.2333333333333,17.1733333333333,19,28,61,0.0350721098,73.5625,1,1,412,"3",0
"257","1","JUL2005",1,"SM",22,4,"P",1.22,4300,7,3,0,23,5,20,712,0.0824397141,58.671875,2,3,2027,"3",0
"258","1","JUL2005",500,"SO",18,0.706666666666667,"P",1.13333333333333,700,7,1,5.81,11.92,0.741481481481482,2,206.68,0.0429544147,54.234375,1,1,2,"3",3
"259","0","JUL2005",0,"SB",19,0,"P",1.2,349.166666666667,22.33,1.06,117.426666666667,14,0,38,206.466666666667,0,32.703125,1.17333333333333,0,8.683333333333,"5",2.37333333333333
"263","1","JUL2005",800,"SB",19,0.6,"P",1.15333333333333,722.388888888889,18.5066666666667,1.31333333333333,8.74,19,0,8,360.12,0.0715759185,50.1875,1,0,56.9266666666666,"5",2
"264","1","JUL2005",1,"SE",24,1.57333333333333,"R",1.12666666666667,1008,6,1,0,2.94,0.973333333333333,8.45333333333333,683.52,0.1049111555,44.234375,1.07333333333333,0,0,"3",2.54666666666667
